,Name,OvPck,Pos,RdPck,Rnd,Tm,Type,WAR,Year
645,Bo Jackson,50.0,SS,22.0,2.0,Yankees,HS,8.3,1982.0
646,Barry Larkin,51.0,SS,23.0,2.0,Reds,HS,70.2,1982.0
647,Dave Otto,52.0,LHP,24.0,2.0,Orioles,HS,0.5,1982.0
648,Bryan Duquette,53.0,LHP,25.0,2.0,Brewers,4Yr,0.0,1982.0
649,Steve Ontiveros,54.0,RHP,26.0,2.0,Athletics,4Yr,8.5,1982.0
650,Tim Belcher,1.0,RHP,1.0,1.0,Twins,4Yr,26.2,1983.0
651,Kurt Stillwell,2.0,SS,2.0,1.0,Reds,HS,3.1,1983.0
652,Jeff Kunkel,3.0,SS,3.0,1.0,Rangers,4Yr,1.0,1983.0
653,Eddie Williams,4.0,3B,4.0,1.0,Mets,HS,-1.1,1983.0
654,Stan Hilton,5.0,RHP,5.0,1.0,Athletics,4Yr,0.0,1983.0
655,Jackie Davidson,6.0,RHP,6.0,1.0,Cubs,HS,0.0,1983.0
656,Darrel Akerfelds,7.0,RHP,7.0,1.0,Mariners,4Yr,-1.4,1983.0
657,Robbie Wine,8.0,C,8.0,1.0,Astros,4Yr,-0.6,1983.0
658,Matt Stark,9.0,C,9.0,1.0,Blue Jays,HS,-0.5,1983.0
659,Ray Hayward,10.0,LHP,10.0,1.0,Padres,4Yr,-1.8,1983.0
660,Dave Clark,11.0,OF,11.0,1.0,Indians,4Yr,0.4,1983.0
661,Ron DeLucchi,12.0,OF,12.0,1.0,Pirates,HS,0.0,1983.0
662,Joel Davis,13.0,RHP,13.0,1.0,White Sox via Yankees,HS,0.6,1983.0
663,Rich Stoll,14.0,RHP,14.0,1.0,Expos,4Yr,0.0,1983.0
664,Wayne Dotson,15.0,RHP,15.0,1.0,Tigers,HS,0.0,1983.0
665,Brian Holman,16.0,RHP,16.0,1.0,Expos via Giants,HS,9.3,1983.0
666,Terry Bell,17.0,C,17.0,1.0,Mariners via White Sox,4Yr,0.0,1983.0
667,Erik Sonberg,18.0,LHP,18.0,1.0,Dodgers,4Yr,0.0,1983.0
668,Roger Clemens,19.0,RHP,19.0,1.0,Red Sox,4Yr,140.3,1983.0
669,Stan Jefferson,20.0,OF,20.0,1.0,Mets via Braves,4Yr,-0.2,1983.0
670,Gary Thurman,21.0,OF,21.0,1.0,Royals,HS,-2.7,1983.0
671,Ricky Jordan,22.0,1B,22.0,1.0,Phillies,HS,4.9,1983.0
672,Mark Doran,23.0,OF,23.0,1.0,Angels,4Yr,0.0,1983.0
673,Jim Lindeman,24.0,3B,24.0,1.0,Cardinals,4Yr,-0.1,1983.0
674,Wayne Wilson,25.0,RHP,25.0,1.0,Orioles,HS,0.0,1983.0
675,Dan Plesac,26.0,LHP,26.0,1.0,Brewers,4Yr,17.6,1983.0
676,Calvin Schiraldi,27.0,RHP,27.0,1.0,Mets,4Yr,3.6,1983.0
677,Russ Morman,28.0,OF,28.0,1.0,White Sox,4Yr,-0.1,1983.0
678,Bill Swift,29.0,RHP,1.0,2.0,Twins,4Yr,20.9,1983.0
679,Chris Sabo,30.0,3B,2.0,2.0,Reds,4Yr,16.4,1983.0
680,George Threadgill,31.0,OF,3.0,2.0,Rangers,HS,0.0,1983.0
681,Dave Magadan,32.0,1B,4.0,2.0,Mets,4Yr,21.1,1983.0
682,Mike Brumley,33.0,SS,5.0,2.0,Red Sox via Athletics,4Yr,-2.3,1983.0
683,Rich Amaral,34.0,2B,6.0,2.0,Cubs,4Yr,5.2,1983.0
684,Mickey Brantley,35.0,OF,7.0,2.0,Mariners,4Yr,0.9,1983.0
685,Stan Fansler,36.0,RHP,8.0,2.0,Pirates via Astros,HS,0.2,1983.0
686,Webster Garrison,37.0,SS,9.0,2.0,Blue Jays,HS,-0.2,1983.0
687,Mike Cherry,38.0,RHP,10.0,2.0,Dodgers via Padres,4Yr,0.0,1983.0
688,Andy Allanson,39.0,C,11.0,2.0,Indians,4Yr,0.8,1983.0
689,Paul Oates,40.0,LHP,12.0,2.0,Cardinals via Pirates,HS,0.0,1983.0
690,Joe Oliver,41.0,C,13.0,2.0,Reds via Yankees,HS,3.9,1983.0
691,Jim Jefferson,42.0,RHP,14.0,2.0,Expos,4Yr,0.0,1983.0
692,Rod Poissant,43.0,RHP,15.0,2.0,Tigers,HS,0.0,1983.0
693,Jeff Robinson,44.0,RHP,16.0,2.0,Giants,4Yr,3.1,1983.0
694,Roger Jensen,45.0,OF,17.0,2.0,White Sox,4Yr,0.0,1983.0
695,Bob Hamilton,46.0,RHP,18.0,2.0,Dodgers,HS,0.0,1983.0
696,John Toale,47.0,3B,19.0,2.0,Red Sox,HS,0.0,1983.0
697,Luis Lopez,48.0,C,20.0,2.0,Dodgers via Braves,HS,-0.5,1983.0
698,Todd Mabe,49.0,SS,21.0,2.0,Royals,HS,0.0,1983.0
699,Mike Colpitt,50.0,SS,22.0,2.0,Phillies,HS,0.0,1983.0
700,Bill Merrifield,51.0,SS,23.0,2.0,Angels,4Yr,0.0,1983.0
701,Gary Green,52.0,SS,24.0,2.0,Cardinals,4Yr,0.1,1983.0
702,Michael Conley,53.0,LHP,25.0,2.0,Orioles,HS,0.0,1983.0
703,Glenn Braggs,54.0,OF,26.0,2.0,Brewers,4Yr,5.8,1983.0
704,Shawn Abner,1.0,OF,1.0,1.0,Mets,HS,-1.3,1984.0
705,Bill Swift,2.0,RHP,2.0,1.0,Mariners,4Yr,20.9,1984.0
706,Drew Hall,3.0,LHP,3.0,1.0,Cubs,4Yr,-1.3,1984.0
707,Cory Snyder,4.0,SS,4.0,1.0,Indians,4Yr,0.6,1984.0
708,Pat Pacillo,5.0,RHP,5.0,1.0,Reds,4Yr,-0.7,1984.0
709,Erik Pappas,6.0,C,6.0,1.0,Angels,HS,0.4,1984.0
710,Mike Dunne,7.0,RHP,7.0,1.0,Cardinals,4Yr,0.2,1984.0
711,Jay Bell,8.0,SS,8.0,1.0,Twins,HS,36.9,1984.0
712,Alan Cockrell,9.0,OF,9.0,1.0,Giants,4Yr,-0.1,1984.0
713,Mark McGwire,10.0,1B,10.0,1.0,Athletics,4Yr,62.0,1984.0
714,Shane Mack,11.0,OF,11.0,1.0,Padres,4Yr,21.7,1984.0
715,Oddibe McDowell,12.0,OF,12.0,1.0,Rangers,4Yr,10.6,1984.0
716,Bob Caffrey,13.0,C,13.0,1.0,Expos,4Yr,0.0,1984.0
717,John Marzano,14.0,C,14.0,1.0,Red Sox,4Yr,0.3,1984.0
718,Kevin Andersh,15.0,LHP,15.0,1.0,Pirates,4Yr,0.0,1984.0
719,Scott Bankhead,16.0,RHP,16.0,1.0,Royals,4Yr,11.4,1984.0
720,Don August,17.0,RHP,17.0,1.0,Astros,4Yr,1.8,1984.0
721,Isaiah Clark,18.0,SS,18.0,1.0,Brewers,HS,0.0,1984.0
722,Drew Denson,19.0,1B,19.0,1.0,Braves,HS,-0.1,1984.0
723,Tony Menendez,20.0,RHP,20.0,1.0,White Sox via Blue Jays,HS,-0.3,1984.0
724,Pete Smith,21.0,RHP,21.0,1.0,Phillies,HS,5.2,1984.0
725,Jeff Pries,22.0,RHP,22.0,1.0,Yankees,4Yr,0.0,1984.0
726,Dennis Livingston,23.0,LHP,23.0,1.0,Dodgers,4Yr,0.0,1984.0
727,Terry Mulholland,24.0,LHP,24.0,1.0,Giants via Tigers,4Yr,11.3,1984.0
728,John Hoover,25.0,RHP,25.0,1.0,Orioles,4Yr,-0.2,1984.0
729,Tom Hartley,26.0,OF,26.0,1.0,White Sox,HS,0.0,1984.0
730,Gary Green,27.0,SS,27.0,1.0,Padres,4Yr,0.1,1984.0
731,Norm Charlton,28.0,LHP,28.0,1.0,Expos,4Yr,8.4,1984.0
732,Lorenzo Sisney,29.0,C,1.0,2.0,Mets,HS,0.0,1984.0
733,Mike Christ,30.0,RHP,2.0,2.0,Mariners,4Yr,0.0,1984.0
734,Greg Maddux,31.0,RHP,3.0,2.0,Cubs,HS,106.9,1984.0
735,John Farrell,32.0,RHP,4.0,2.0,Indians,4Yr,7.4,1984.0
736,Curt Krippner,33.0,RHP,5.0,2.0,Reds,HS,0.0,1984.0
737,Terry Green,34.0,SS,6.0,2.0,Astros via Angels,HS,0.0,1984.0
738,Matt Kinzer,35.0,RHP,7.0,2.0,Cardinals,4Yr,-1.5,1984.0
739,Greg Morhardt,36.0,1B,8.0,2.0,Twins,4Yr,0.0,1984.0
740,Joe Olker,37.0,LHP,9.0,2.0,Giants,4Yr,0.0,1984.0
741,Kurt Dempster,38.0,RHP,10.0,2.0,Indians via Athletics,HS,0.0,1984.0
742,Keith Miller,39.0,OF,11.0,2.0,Yankees via Padres,4Yr,3.8,1984.0
743,Jimmy Meadows,40.0,RHP,12.0,2.0,Rangers,JC,0.0,1984.0
744,Dave Graybill,41.0,RHP,13.0,2.0,Expos,4Yr,0.0,1984.0
745,Scott Wade,42.0,OF,14.0,2.0,Red Sox,4Yr,0.0,1984.0
746,Tim McMillan,43.0,OF,15.0,2.0,Pirates,HS,0.0,1984.0
747,Luis de los Santos,44.0,3B,16.0,2.0,Royals,HS,-0.8,1984.0
748,Karl Allaire,45.0,SS,17.0,2.0,Astros,JC,0.0,1984.0
749,Bob Simonson,46.0,OF,18.0,2.0,Brewers,JC,0.0,1984.0
750,Tom Glavine,47.0,LHP,19.0,2.0,Braves,HS,81.5,1984.0
751,Dane Johnson,48.0,RHP,20.0,2.0,Blue Jays,4Yr,0.3,1984.0
752,Marvin Freeman,49.0,RHP,21.0,2.0,Phillies,4Yr,6.2,1984.0
753,Al Leiter,50.0,LHP,22.0,2.0,Yankees,HS,40.3,1984.0
754,Tim Scott,51.0,RHP,23.0,2.0,Dodgers,HS,2.0,1984.0
755,Robert Souza,52.0,RHP,24.0,2.0,Tigers,4Yr,0.0,1984.0
756,Jeff Tackett,53.0,C,25.0,2.0,Orioles,HS,0.6,1984.0
757,Kevin Renz,54.0,RHP,26.0,2.0,White Sox,4Yr,0.0,1984.0
758,B.J. Surhoff,1.0,SS,1.0,1.0,Brewers,4Yr,34.3,1985.0
759,Will Clark,2.0,1B,2.0,1.0,Giants,4Yr,56.2,1985.0
760,Bobby Witt,3.0,RHP,3.0,1.0,Rangers,4Yr,15.1,1985.0
761,Barry Larkin,4.0,SS,4.0,1.0,Reds,4Yr,70.2,1985.0
762,Kurt Brown,5.0,C,5.0,1.0,White Sox,HS,0.0,1985.0
763,Barry Bonds,6.0,OF,6.0,1.0,Pirates,4Yr,162.4,1985.0
764,Mike Campbell,7.0,RHP,7.0,1.0,Mariners,4Yr,-1.3,1985.0
765,Pete Incaviglia,8.0,3B,8.0,1.0,Expos,4Yr,10.2,1985.0
766,Mike Poehl,9.0,RHP,9.0,1.0,Indians,4Yr,0.0,1985.0
767,Chris Gwynn,10.0,OF,10.0,1.0,Dodgers,4Yr,-1.2,1985.0
768,Walt Weiss,11.0,SS,11.0,1.0,Athletics,4Yr,16.5,1985.0
769,Cameron Drew,12.0,OF,12.0,1.0,Astros,4Yr,-0.1,1985.0
770,Jeff Bumgarner,13.0,RHP,13.0,1.0,Twins,HS,0.0,1985.0
771,Tommy Greene,14.0,RHP,14.0,1.0,Braves,HS,7.1,1985.0
772,Willie Fraser,15.0,RHP,15.0,1.0,Angels,4Yr,1.9,1985.0
773,Trey McCall,16.0,C,16.0,1.0,Phillies,HS,0.0,1985.0
774,Brian McRae,17.0,SS,17.0,1.0,Royals,HS,14.1,1985.0
775,Joe Magrane,18.0,LHP,18.0,1.0,Cardinals,4Yr,12.2,1985.0
776,Mike Cook,19.0,RHP,19.0,1.0,Angels via Orioles,4Yr,-0.3,1985.0
777,Gregg Jefferies,20.0,SS,20.0,1.0,Mets,HS,19.4,1985.0
778,Dan Gabriele,21.0,RHP,21.0,1.0,Red Sox,HS,0.0,1985.0
779,Rafael Palmeiro,22.0,OF,22.0,1.0,Cubs via Padres,4Yr,71.6,1985.0
780,Joey Cora,23.0,SS,23.0,1.0,Padres via Yankees,4Yr,7.9,1985.0
781,Dave Masters,24.0,RHP,24.0,1.0,Cubs,4Yr,0.0,1985.0
782,Greg David,25.0,OF,25.0,1.0,Blue Jays,HS,0.0,1985.0
783,Randy Nosek,26.0,RHP,26.0,1.0,Tigers,HS,-0.7,1985.0
784,Bill McGuire,27.0,C,27.0,1.0,Mariners,4Yr,-0.2,1985.0
785,Rick Balabon,28.0,RHP,28.0,1.0,Yankees,HS,0.0,1985.0
786,Carl Moraw,29.0,RHP,1.0,2.0,Brewers,4Yr,0.0,1985.0
787,Brian Ohnoutka,30.0,RHP,2.0,2.0,Giants,4Yr,0.0,1985.0
788,Mike Watters,31.0,2B,3.0,2.0,Dodgers via Rangers,4Yr,0.0,1985.0
789,Steve Davis,32.0,OF,4.0,2.0,Reds,HS,0.0,1985.0
790,Jose Mota,33.0,2B,5.0,2.0,White Sox,4Yr,-0.4,1985.0
791,Bruce Ruffin,34.0,LHP,6.0,2.0,Phillies via Pirates,4Yr,8.4,1985.0
792,Mike Schooler,35.0,RHP,7.0,2.0,Mariners,4Yr,4.1,1985.0
793,Randy Johnson,36.0,LHP,8.0,2.0,Expos,4Yr,102.1,1985.0
794,Andy Ghelfi,37.0,RHP,9.0,2.0,Indians,4Yr,0.0,1985.0
795,Jeremy Smith,38.0,C,10.0,2.0,Dodgers,4Yr,0.0,1985.0
796,Dave Otto,39.0,LHP,11.0,2.0,Athletics,4Yr,0.5,1985.0
797,Bert Hunter,40.0,SS,12.0,2.0,Astros,HS,0.0,1985.0
798,Steve Gasser,41.0,RHP,13.0,2.0,Twins,HS,0.0,1985.0
799,Jim Fregosi,42.0,SS,14.0,2.0,Cardinals via Braves,4Yr,0.0,1985.0
800,Bob Sharpnack,43.0,RHP,15.0,2.0,Angels,HS,0.0,1985.0
801,Mike Young,44.0,LHP,16.0,2.0,Phillies,4Yr,0.0,1985.0
802,Chris Jelic,45.0,C,17.0,2.0,Royals,4Yr,0.0,1985.0
803,Tim Jones,46.0,SS,18.0,2.0,Cardinals,4Yr,0.2,1985.0
804,Damon Hansel,47.0,C,19.0,2.0,Pirates via Orioles,HS,0.0,1985.0
805,Scott Servais,48.0,C,20.0,2.0,Mets,HS,3.1,1985.0
806,Lance Blankenship,49.0,3B,21.0,2.0,Red Sox,4Yr,6.8,1985.0
807,Mark Cole,50.0,SS,22.0,2.0,Padres,HS,0.0,1985.0
808,Troy Evers,51.0,RHP,23.0,2.0,Yankees,4Yr,0.0,1985.0
809,Greg Smith,52.0,SS,24.0,2.0,Cubs,HS,-0.7,1985.0
810,Kevin Batiste,53.0,OF,25.0,2.0,Blue Jays,HS,-0.1,1985.0
811,Scott Carter,54.0,RHP,26.0,2.0,Tigers,HS,0.0,1985.0
812,Jeff King,1.0,SS,1.0,1.0,Pirates,4Yr,16.8,1986.0
813,Greg Swindell,2.0,LHP,2.0,1.0,Indians,4Yr,30.9,1986.0
814,Matt Williams,3.0,3B,3.0,1.0,Giants,4Yr,46.4,1986.0
815,Kevin Brown,4.0,RHP,4.0,1.0,Rangers,4Yr,68.3,1986.0
816,Kent Mercker,5.0,LHP,5.0,1.0,Braves,HS,12.5,1986.0
817,Gary Sheffield,6.0,SS,6.0,1.0,Brewers,HS,60.3,1986.0
818,Brad Brink,7.0,RHP,7.0,1.0,Phillies,4Yr,-0.2,1986.0
819,Pat Lennon,8.0,SS,8.0,1.0,Mariners,HS,-0.5,1986.0
820,Derrick May,9.0,OF,9.0,1.0,Cubs,HS,2.7,1986.0
821,Derek Parks,10.0,RHP,10.0,1.0,Twins,HS,-0.5,1986.0
822,Thomas Howard,11.0,OF,11.0,1.0,Padres,4Yr,2.5,1986.0
823,Scott Hemond,12.0,C,12.0,1.0,Athletics,4Yr,1.4,1986.0
824,Ryan Bowen,13.0,RHP,13.0,1.0,Astros,HS,-1.1,1986.0
825,Greg McMurtry,14.0,OF,14.0,1.0,Red Sox,HS,0.0,1986.0
826,Kevin Dean,15.0,OF,15.0,1.0,Expos,HS,0.0,1986.0
827,Roberto Hernandez,16.0,RHP,16.0,1.0,Angels via Orioles,4Yr,19.0,1986.0
828,Scott Scudder,17.0,RHP,17.0,1.0,Reds,HS,-1.2,1986.0
829,Phil Clark,18.0,C,18.0,1.0,Tigers,HS,0.7,1986.0
830,Mike White,19.0,OF,19.0,1.0,Dodgers,HS,0.0,1986.0
831,Grady Hall,20.0,LHP,20.0,1.0,White Sox,4Yr,0.0,1986.0
832,Lee May,21.0,OF,21.0,1.0,Mets,HS,0.0,1986.0
833,Lee Stevens,22.0,OF,22.0,1.0,Angels,HS,2.0,1986.0
834,Luis Alicea,23.0,2B,23.0,1.0,Cardinals,4Yr,12.0,1986.0
835,Tony Clements,24.0,SS,24.0,1.0,Royals,HS,0.0,1986.0
836,Terry Carr,25.0,OF,25.0,1.0,Angels via Yankees,HS,0.0,1986.0
837,Earl Sanders,26.0,RHP,26.0,1.0,Blue Jays,4Yr,0.0,1986.0
838,Mike Fetters,27.0,RHP,27.0,1.0,Angels,4Yr,8.1,1986.0
839,Daryl Green,28.0,RHP,28.0,1.0,Angels,HS,0.0,1986.0
840,Mike Walker,29.0,RHP,1.0,2.0,Pirates,4Yr,-0.4,1986.0
841,Kevin Wickander,30.0,LHP,2.0,2.0,Indians,4Yr,1.6,1986.0
842,Kirt Manwaring,31.0,C,3.0,2.0,Giants,4Yr,5.2,1986.0
843,Roger Pavlik,32.0,RHP,4.0,2.0,Rangers,HS,10.6,1986.0
844,Brian Champion,33.0,SS,5.0,2.0,Braves,HS,0.0,1986.0
845,Mark Ambrose,34.0,RHP,6.0,2.0,Brewers,4Yr,0.0,1986.0
846,Cliff Brantley,35.0,RHP,7.0,2.0,Phillies,HS,0.1,1986.0
847,Erik Hanson,36.0,RHP,8.0,2.0,Mariners,4Yr,22.4,1986.0
848,Kraig Washington,37.0,SS,9.0,2.0,Cubs,HS,0.0,1986.0
849,Jeff Bronkey,38.0,RHP,10.0,2.0,Twins,4Yr,0.5,1986.0
850,Will Taylor,39.0,OF,11.0,2.0,Padres,HS,0.0,1986.0
851,Kevin Tapani,40.0,RHP,12.0,2.0,Athletics,4Yr,29.4,1986.0
852,Mike Hook,41.0,LHP,13.0,2.0,Astros,HS,0.0,1986.0
853,Paul Williams,42.0,C,14.0,2.0,Red Sox,HS,0.0,1986.0
854,Jeff Tabaka,43.0,LHP,15.0,2.0,Expos,4Yr,0.9,1986.0
855,John Posey,44.0,C,16.0,2.0,Orioles,4Yr,0.0,1986.0
856,Keith Thomas,45.0,OF,17.0,2.0,Reds,HS,0.0,1986.0
857,Milt Cuyler,46.0,OF,18.0,2.0,Tigers,HS,5.4,1986.0
858,Dave Hansen,47.0,SS,19.0,2.0,Dodgers,HS,4.1,1986.0
859,Carl Sullivan,48.0,OF,20.0,2.0,White Sox,HS,0.0,1986.0
860,Fritz Polka,49.0,C,21.0,2.0,Mets,4Yr,0.0,1986.0
861,Jeff Gay,50.0,C,22.0,2.0,Angels,HS,0.0,1986.0
862,Reed Olmstead,51.0,1B,23.0,2.0,Cardinals,HS,0.0,1986.0
863,Darryl Robinson,52.0,OF,24.0,2.0,Royals,HS,0.0,1986.0
864,Rich Scheid,53.0,LHP,25.0,2.0,Yankees,4Yr,-0.3,1986.0
865,Steve Cummings,54.0,RHP,26.0,2.0,Blue Jays,4Yr,0.2,1986.0
866,Todd Zeile,55.0,C,27.0,2.0,Cardinals,4Yr,19.2,1986.0
867,Ken Griffey,1.0,OF,1.0,1.0,Mariners,HS,83.6,1987.0
868,Mark Merchant,2.0,OF,2.0,1.0,Pirates,HS,0.0,1987.0
869,Willie Banks,3.0,RHP,3.0,1.0,Twins,HS,1.1,1987.0
870,Mike Harkey,4.0,RHP,4.0,1.0,Cubs,4Yr,6.3,1987.0
871,Jack McDowell,5.0,RHP,5.0,1.0,White Sox,4Yr,28.2,1987.0
872,Derek Lilliquist,6.0,LHP,6.0,1.0,Braves,4Yr,5.0,1987.0
873,Chris Myers,7.0,LHP,7.0,1.0,Orioles,HS,0.0,1987.0
874,Dan Opperman,8.0,RHP,8.0,1.0,Dodgers,HS,0.0,1987.0
875,Kevin Appier,9.0,RHP,9.0,1.0,Royals,JC,54.9,1987.0
876,Kevin Garner,10.0,RHP,10.0,1.0,Padres,4Yr,0.0,1987.0
877,Lee Tinsley,11.0,OF,11.0,1.0,Athletics,HS,1.7,1987.0
878,Delino DeShields,12.0,SS,12.0,1.0,Expos,HS,24.2,1987.0
879,Bill Spiers,13.0,SS,13.0,1.0,Brewers,4Yr,10.3,1987.0
880,Cris Carpenter,14.0,RHP,14.0,1.0,Cardinals,4Yr,2.5,1987.0
881,Brad Duvall,15.0,RHP,15.0,1.0,Orioles via Indians,4Yr,0.0,1987.0
882,Mike Remlinger,16.0,LHP,16.0,1.0,Giants,4Yr,11.0,1987.0
883,Alex Sanchez,17.0,RHP,17.0,1.0,Blue Jays,4Yr,-0.6,1987.0
884,Jack Armstrong,18.0,RHP,18.0,1.0,Reds,4Yr,1.2,1987.0
885,Brian Bohanon,19.0,LHP,19.0,1.0,Rangers,HS,8.9,1987.0
886,Bill Henderson,20.0,C,20.0,1.0,Tigers via Phillies,HS,0.0,1987.0
887,Steve Pegues,21.0,OF,21.0,1.0,Tigers,HS,-0.7,1987.0
888,Craig Biggio,22.0,C,22.0,1.0,Astros,4Yr,65.1,1987.0
889,Bill Haselman,23.0,C,23.0,1.0,Rangers via Yankees,4Yr,3.4,1987.0
890,Chris Donnels,24.0,3B,24.0,1.0,Mets,4Yr,0.4,1987.0
891,John Orton,25.0,C,25.0,1.0,Angels,4Yr,0.5,1987.0
892,Reggie Harris,26.0,RHP,26.0,1.0,Red Sox,HS,-0.1,1987.0
893,Pete Harnisch,27.0,RHP,27.0,1.0,Orioles,4Yr,18.2,1987.0
894,Tyrone Kingwood,28.0,OF,28.0,1.0,Expos,JC,0.0,1987.0
895,Mark Petkovsek,29.0,RHP,29.0,1.0,Rangers,4Yr,1.0,1987.0
896,Travis Fryman,30.0,SS,30.0,1.0,Tigers,HS,34.3,1987.0
897,David Holdridge,31.0,RHP,31.0,1.0,Angels,HS,0.1,1987.0
898,Bob Zupcic,32.0,OF,32.0,1.0,Red Sox,4Yr,-0.7,1987.0
899,Dave Burba,33.0,RHP,1.0,2.0,Mariners,4Yr,16.7,1987.0
900,Ben Shelton,34.0,LHP,2.0,2.0,Pirates,HS,-0.1,1987.0
901,Terry Jorgensen,35.0,OF,3.0,2.0,Twins,4Yr,0.3,1987.0
902,Nate Minchey,36.0,RHP,4.0,2.0,Expos via Cubs,HS,-0.6,1987.0
903,Brent Knackert,37.0,RHP,5.0,2.0,White Sox,HS,-1.0,1987.0
904,Mike Urman,38.0,C,6.0,2.0,Braves,HS,0.0,1987.0
905,Todd Hundley,39.0,C,7.0,2.0,Mets via Orioles,HS,10.8,1987.0
906,Don Carroll,40.0,OF,8.0,2.0,Dodgers,HS,0.0,1987.0
907,Terry Shumpert,41.0,2B,9.0,2.0,Royals,4Yr,-0.1,1987.0
908,Roger Smithberg,42.0,RHP,10.0,2.0,Padres,4Yr,0.4,1987.0
909,Mike Erb,43.0,RHP,11.0,2.0,Angels via Athletics,4Yr,0.0,1987.0
910,Richie Lewis,44.0,RHP,12.0,2.0,Expos,4Yr,0.2,1987.0
911,Chris Johnson,45.0,RHP,13.0,2.0,Brewers,HS,0.0,1987.0
912,Jeremy Hernandez,46.0,RHP,14.0,2.0,Cardinals,4Yr,2.0,1987.0
913,Albert Belle,47.0,OF,15.0,2.0,Indians,4Yr,39.9,1987.0
914,Eric Gunderson,48.0,LHP,16.0,2.0,Giants,4Yr,0.9,1987.0
915,Derek Bell,49.0,OF,17.0,2.0,Blue Jays,HS,12.9,1987.0
916,Freddie Benavides,50.0,SS,18.0,2.0,Reds,4Yr,-0.7,1987.0
917,Barry Manuel,51.0,RHP,19.0,2.0,Rangers,4Yr,1.2,1987.0
918,Matt Rambo,52.0,LHP,20.0,2.0,Phillies,,0.0,1987.0
919,Rob Richie,53.0,OF,21.0,2.0,Tigers,4Yr,0.0,1987.0
920,Randy Hennis,54.0,RHP,22.0,2.0,Astros,4Yr,0.6,1987.0
921,Curt Krippner,55.0,RHP,23.0,2.0,Brewers via Yankees,4Yr,0.0,1987.0
922,Pete Schourek,56.0,LHP,24.0,2.0,Mets,HS,6.3,1987.0
923,Kevin Flora,57.0,SS,25.0,2.0,Angels,HS,-0.6,1987.0
924,Paul Brown,58.0,LHP,26.0,2.0,Red Sox,4Yr,0.0,1987.0
925,Andy Benes,1.0,RHP,1.0,1.0,Padres,4Yr,31.7,1988.0
926,Mark Lewis,2.0,SS,2.0,1.0,Indians,HS,-2.6,1988.0
927,Steve Avery,3.0,LHP,3.0,1.0,Braves,HS,14.0,1988.0
928,Gregg Olson,4.0,RHP,4.0,1.0,Orioles,4Yr,13.2,1988.0
929,Bill Bene,5.0,RHP,5.0,1.0,Dodgers,4Yr,0.0,1988.0
930,Monty Fariss,6.0,SS,6.0,1.0,Rangers,4Yr,-0.2,1988.0
931,Willie Ansley,7.0,OF,7.0,1.0,Astros,HS,0.0,1988.0
932,Jim Abbott,8.0,LHP,8.0,1.0,Angels,4Yr,19.9,1988.0
933,Ty Griffin,9.0,2B,9.0,1.0,Cubs,4Yr,0.0,1988.0
934,Robin Ventura,10.0,3B,10.0,1.0,White Sox,4Yr,56.0,1988.0
935,Pat Combs,11.0,LHP,11.0,1.0,Phillies,4Yr,1.8,1988.0
936,Tom Fischer,12.0,LHP,12.0,1.0,Red Sox,4Yr,0.0,1988.0
937,Austin Manahan,13.0,SS,13.0,1.0,Pirates,HS,0.0,1988.0
938,Tino Martinez,14.0,1B,14.0,1.0,Mariners,4Yr,28.8,1988.0
939,Royce Clayton,15.0,SS,15.0,1.0,Giants via Reds,HS,19.5,1988.0
940,Stan Royer,16.0,C,16.0,1.0,Athletics,4Yr,-0.2,1988.0
941,Charles Nagy,17.0,RHP,17.0,1.0,Indians via Giants,4Yr,25.3,1988.0
942,Hugh Walker,18.0,OF,18.0,1.0,Royals,HS,0.0,1988.0
943,Dave Wainhouse,19.0,RHP,19.0,1.0,Expos,4Yr,-1.6,1988.0
944,Johnny Ard,20.0,RHP,20.0,1.0,Twins,JC,0.0,1988.0
945,Dave Proctor,21.0,RHP,21.0,1.0,Mets,JC,0.0,1988.0
946,John Ericks,22.0,RHP,22.0,1.0,Cardinals via Yankees,4Yr,0.0,1988.0
947,Brad Duvall,23.0,RHP,23.0,1.0,Cardinals,4Yr,0.0,1988.0
948,Alex Fernandez,24.0,RHP,24.0,1.0,Brewers,HS,28.9,1988.0
949,Ed Sprague,25.0,3B,25.0,1.0,Blue Jays,4Yr,5.6,1988.0
950,Rico Brogna,26.0,1B,26.0,1.0,Tigers,HS,-1.1,1988.0
951,Jeff Mutis,27.0,LHP,27.0,1.0,Indians,4Yr,-1.9,1988.0
952,Ricky Gutierrez,28.0,SS,28.0,1.0,Orioles,HS,-1.5,1988.0
953,Ted Wood,29.0,OF,29.0,1.0,Giants,4Yr,-1.0,1988.0
954,Brian Jordan,30.0,OF,30.0,1.0,Cardinals,4Yr,32.8,1988.0
955,Kelly Lifgren,31.0,RHP,1.0,2.0,Padres,JC,0.0,1988.0
956,Brian Johnson,32.0,C,2.0,2.0,Indians,4Yr,0.0,1988.0
957,Jimmy Kremers,33.0,C,3.0,2.0,Braves,4Yr,-1.0,1988.0
958,Arthur Rhodes,34.0,LHP,4.0,2.0,Orioles,HS,15.4,1988.0
959,Wynn Beck,35.0,C,5.0,2.0,Athletics via Dodgers,HS,0.0,1988.0
960,Tim Morrow,36.0,OF,6.0,2.0,Rangers,HS,0.0,1988.0
961,Mica Lewis,37.0,SS,7.0,2.0,Astros,4Yr,0.0,1988.0
